Date / Time,City,State,Shape,Duration,Summary,Posted
4/26/16 21:25,Charleston,SC,Light,5 minutes,My husband and I were sitting out on our porch enjoying the night when we saw strange light orbs moving in the sky. We stepped off the,4/29/2016
4/26/16 21:00,Costa Mesa,CA,Fireball,5 seconds,I saw a fireball falling from the sky; it was blue and orange it had a tail. ((anonymous source)) ((NUFORC Note: Meteor. PD)),4/29/2016
4/26/16 20:30,Oak Island,NC,Circle,30 minutes,"Mostly orange-red circular objects appeared in southern sky over ocean near Oak Island, NC.",4/29/2016
4/26/16 20:25,San Diego,CA,Triangle,7-10 seconds,"Triangular delta shaped object, large and silent moved nnw from coronado over lindbergh and continuing nnw. ((anonymous source))",4/29/2016
4/26/16 19:36,Smyrna,GA,Disk,5,It was dark normal weather the objects look like they were 4-6 miles away there was two of them hovering over they had blinking lig,4/29/2016
4/26/16 03:30,Sterling,CO,Fireball,30 seconds,2 red fireball shaped objects flying erratically in the sky too fast to be man made and looked like they were chasing each other.,4/29/2016
4/25/16 22:53,Goosecreek,SC,Triangle,2 minutes,Triangular craft hovering in North Rhett in right side not far from Naval Weapons Station,4/29/2016
4/25/16 22:30,Plainfield,IL,Light,45 seconds,Spot light,4/29/2016
4/25/16 21:40,Barstow (I-15 Fwy),CA,Circle,~5,Green bright circle with a bright illumination.,4/29/2016
4/25/16 20:00,Kapaa,HI,Light,,Flashing Lights in the sky.,5/6/2016
4/25/16 19:00,Sihanoukville (Cambodia),,Sphere,10 minutes,"Bright light, stationary, moved twice and instantly dassapeared",4/29/2016
4/25/16 18:00,Mukilteo,WA,Oval,5 minutes,Slow moving shiny oblong oval craft traveled from the northeastern sky to the south over Paine Field.,4/29/2016
4/25/16 15:00,Macon,GA,Fireball,30-45 minutes,"About 3:15pm over Macon, Georgia, I was playing outside with my dog and looked up and seen 3 balls of lite that looked like what missle",4/29/2016
4/25/16 01:00,Deer Park,NY,Triangle,Ongoing,Are stationary fixed to moon moving with it. ((NUFORC Note: Possible celestial bodies?? PD)),4/29/2016
4/25/16 01:00,Waverly,FL,Egg,1 hour,"Orange floating like sphere came to where we were. Then slowly,silently drifted off along the tree line. Pure energy!",4/29/2016
4/25/16 00:15,Evansville,IN,Flash,2 seconds,"Extremely high altitude bright, white light that was smaller in proportion than the stars that moved then flickered to a dimmer white a",5/20/2016
4/24/16 23:00,Chester,SC,Triangle,almost daybreak,"Bright lights, shaped triangular with colored lights around that change staying in the night sky.",4/29/2016
4/24/16 22:30,Marietta,GA,Oval,2 seconds,Tri-colored phosphorous looking oval gliding effortlessly and silently over-head.,4/29/2016
4/24/16 22:28,White House,TN,Unknown,3 minutes,Strange maneuvers from lighted aircraft,4/29/2016
4/24/16 22:00,Oshawa (Canada),ON,Light,10 seconds,Falling white light with flashing colours,4/29/2016
4/24/16 22:00,St. Catharines (Canada),ON,Other,10 minutes,"2 UFOs seen moving in sequence. Came close together. Went apart, reversed, and disappeared together. Orange in color.",4/29/2016
4/24/16 21:00,Lake Villa,IL,Fireball,1 minute,"Fire ball in the sky, no sound",4/29/2016
4/24/16 15:00,Somerset,KY,Circle,1.5 minutes,Dark but shiny round object observed hovering midday.,4/29/2016
4/24/16 13:00,Quincy,MA,Rectangle,45 seconds,"Small to medium size, thought it might be a drone. The object went over the highway going west,turned north and disappeared in second",4/29/2016
4/24/16 10:00,Passaic,NJ,Circle,,I was not the witness. My friend who lives down the street was walking his dog and captured a video of 5 red circular crafts hovering a,4/29/2016
4/24/16 02:30,Ft. Collins,CO,Fireball,1 minute,"Orange Fireball at 0230 in Ft Collins Co, traveling parallel to the ground surface",4/29/2016
4/24/16 01:15,Henderson,NC,Other,45 seconds,Bright phenomenon shaped like kid's spartle stick was just spotted outiside my home.,4/29/2016
4/24/16 01:00,Horizon City,TX,Triangle,3 minutes,3 orange glowing lights that form a perfect triangle just below the moon. Almost could be mistaken as stars but the color was unlike al,4/29/2016
4/23/16 23:50,Oakdale,MN,Formation,10-15 seconds,Blue light formation moved through clouds overhead.,4/29/2016
4/23/16 23:46,Minneapolis,MN,Disk,30 seconds,Gray disk with a blue bump in the bottom.,4/29/2016
4/23/16 23:00,Fraser,MI,Sphere,5 minutes,Saw a bright blue light standing still then moving fast and repeating. Too fast and high to be a drone.,4/29/2016
4/23/16 23:00,Phoenix,AZ,Light,,I was going into my home i noticed a fire in the sky looked like a big shooting star i immediately started recording i told my boyfrien,4/29/2016
4/23/16 23:00,Tallahassee,FL,Fireball,15 minutes,Nine objects seen. Small fireballs that traveled at various speeds and seemed to burn out. The objects were travelling south and were f,4/29/2016
4/23/16 22:30,Jacksonville,FL,Formation,25 minutes,Orange 5 ufo formation.,4/29/2016
4/23/16 22:27,Bonita Springs,FL,Unknown,3 seconds,"Fast moving object with lights in Southern sky over Naples, Florida traveling West to East...",4/29/2016
4/23/16 22:00,Ormond Beach,FL,Flash,2 hours,"Flashing Multicolor Object - Distance Local ((NUFORC Note: ""Twinkling"" star, probably Sirius. PD))",4/29/2016
4/23/16 22:00,Waleska,GA,Triangle,3 minutes,I live at the top of the mountains in a home with a large open deck. I was on my way up to my bedroom when I looked out of the large op,4/29/2016
4/23/16 21:30,Sacramento,CA,Changing,10 minutes,Shape shifting sighting hovering over my daughters house.,4/29/2016
4/23/16 21:30,Clearwater,FL,Circle,4 minutes,Bright orange ball moving slowly across the night sky.,4/29/2016
4/23/16 21:20,Phoenix,AZ,Light,~10 seconds,Bright light. ((NUFORC Note: Possible flare from an Iridium satellite? PD)),4/29/2016
4/23/16 21:00,Plainfield,CT,Formation,1 hour,Bright flash of light in the sky followed by two large formations of lights in the span of an hour or less.,4/29/2016
4/23/16 21:00,Milwaukee,WI,Fireball,10 minutes,"Walked outside looking northwest, noticed 4 orange lights almost in a row hovering for a few seconds and slowly moving west and dissapp",5/6/2016
4/23/16 20:32,Plantation,FL,Light,3 minutes,We saw 12 redish orange lights moving away from the toys r us parking lot we were in. The lights moved to the east at a decent pace no,4/29/2016
4/23/16 12:00,Maywood,CA,Circle,3 hours,Flying vessel over the time of incident people apparently talking to themselves.flying object stayed still for more than one hour. No c,4/29/2016
4/23/16 05:10,Yorkville,IL,Light,10 seconds,"Traveling single light, changed direction, appeared to get brighter, then faded to nothing.",4/29/2016
4/23/16 05:00,Kansas City,MO,Light,30 seconds,Strange lights that fly in unison blink out when observed.,4/29/2016
4/23/16 03:32,Austin,TX,Cigar,5-8 seconds,Cigar (?) shaped object with roughly 7 dim lights flies over North Austin,4/29/2016
4/23/16 03:00,Virginia Beach,VA,Unknown,1 hour,Up up and away,4/29/2016
4/23/16 02:28,Mount Vernon,MO,Circle,30 seconds,Very large bright green ball of light zoomed across the sky with no trail of any sort and ring of gold light around it.,4/29/2016
4/22/16 23:30,New Braunfels,TX,Oval,1 minute,"Red orange flare like object flying through New Braunfels, TX, at 1130pm 4/22/16.",4/29/2016
4/22/16 23:30,Green Valley,AZ,Circle,10 seconds,Yellow circle object bright as a Christmas tree going warp speed as a plane was coming it just vanish,4/29/2016
4/22/16 23:15,Ashmont (Canada),AB,Light,1 hour,Red flashing light heads towards the ground,4/29/2016
4/22/16 22:30,Fredericksburg,VA,Light,1 second,"Bright light, flash, mid sky, near rt3.",4/29/2016
4/22/16 22:30,Johns Creek/Atlanta,GA,Circle,10 minutes +,Reddish light hanging over Atlanta.,4/29/2016
4/22/16 21:10,San Antonio,TX,Circle,3 minutes,Circular Craft with Red Flashing Lights,4/29/2016
4/22/16 20:30,Whittier,CA,Fireball,15 seconds,I was in my back yard looking west towards Los Angels and seen red dots gliding and then dissaperring. ((anonymous)),4/29/2016
4/22/16 18:30,"Cibola County (SR 117, MM32)",NM,Disk,30 minutes,Flying Saucer observed in remote area of New Mexico.,4/29/2016
4/22/16 17:50,Branson,MO,Other,1 second,The UFO was traveling at lightening speed. It appeared and disappeared in the blink of an eye. Caught it on film. https://www.yout,4/29/2016
4/22/16 14:10,Dederick,MO,Changing,~20 minutes,"((HOAX)) We had a close incounter, then heard a really loud noise and saw a UFO.",4/29/2016
4/22/16 09:30,Melbourne,FL,Fireball,15 minutes,Today is April 22nd me my wife and my son saw 3 separate craft of Unknown Origin that resemble fireballs.,4/29/2016
4/22/16 00:30,Seattle,WA,Teardrop,40-50 seconds,"Tear/seed shaped flat black object hovering and moving slowly silent with no lights, it seemed to camouflage itself against the sky.",4/22/2016
4/21/16 23:40,Light,AR,Circle,20 seconds,Bright white sphere witnessed while eastbound on Hwy. 412.,4/22/2016
4/21/16 22:40,Ashton,IL,Oval,>1 hour,The object changed color. ((anonymous)),4/22/2016
4/21/16 21:30,San Antonio,TX,Fireball,Evening,A Beautiful Rock full of different colors in the sky.,4/22/2016
4/21/16 21:30,Peoria,IL,Sphere,20 minutes,"Glowing ball shaped object, flashing red/green/blue and very bright in the sky. ((NUFORC Note: ""Twinkling"" star? Sirius? Anon. PD))",4/22/2016
4/21/16 20:50,Myrtle Beach,SC,Light,10 seconds,Orange Orbs appear and fade over ocean in Myrtle Beach,4/22/2016
4/21/16 20:44,Bentonville,AR,Formation,45 seconds,3 rapidly flashing lights. Round. Green light. Bright. Occurred at same time but different duration.,4/22/2016
4/21/16 20:40,El Segundo,CA,Other,5 seconds,I saw a pitch-black flying wing shaped object soar across a brightly lit area and then vanish into the dark.,4/22/2016
4/21/16 20:40,Lewes,DE,Sphere,10 minutes,Metal colored sphere with light panel on bottom and lights flashed on and off in a pattern! ((anonymous)),4/22/2016
4/21/16 20:30,High Springs,FL,Disk,1 minutes,"((HOAX??)) Hazy object seen as a oval disk with two blaring lights, and it made a humming noise. ((anonymous))",4/22/2016
4/21/16 20:00,Green River,UT,Disk,30 seconds,Saucer and possible Cigar shaped object in sunset.,4/29/2016
4/21/16 19:35,Albany,NY,Cigar,5 minutes,I was eating at local restaurant on Wolf Rd looking towards the western sky and saw a straight black object flying straight up and down,4/22/2016
4/21/16 18:00,Waterloo,IA,Other,1 minute,((HOAX??)) I saw 15-25 silvery greenish figures flying around the sky. Attempted to follow them. ((anonymous)),4/22/2016
4/21/16 17:00,Bethany (Route 1),DE,Disk,2 minutes,Very slow flying disk with with white orbital/flashing lights around bottom. Low flying then ascended vanishing after short period.,4/29/2016
4/21/16 15:32,Van Nuys,CA,Oval,~30-60 seconds,Five shiny objects flying in formation over Van Nuys,4/22/2016
4/21/16 04:30,Kelso,WA,Light,3 minutes,Driving on my way to work at 4:30 AM and saw a bright reddish orange light in the sky. Pulled over to see if it was an aircraft.,4/29/2016
4/21/16 03:00,Hermantown,MN,Circle,10 minutes,Looking up at the moon and noticed a circular object moving. The obj. appeared to be in color of blue red and green.,4/22/2016
4/21/16 01:20,Sanford,FL,Triangle,3 minutes,I was driving on I-4 headed east when I seen what I thought was an airplane because I was close to the Sanford Airport. As I got closer,4/22/2016
4/20/16 22:40,Kolkata (India),,Unknown,10 minute continued,A moving star is seen in stop and run movement. As per mobile compass current location is North 100digree approx.,4/22/2016
4/20/16 21:10,Oak Island,NC,Light,1 minute,"6 red-orange lights moving in pairs, not flares or otherwise propelled.",4/22/2016
4/20/16 21:00,Palmdale,CA,Light,45 seconds,"Two Fast Moving Synchronous Green Lights over Palmdale, CA.",4/22/2016
4/20/16 20:30,Royal Palm Beach,FL,Circle,1 minute,2 lifesaver-shaped glowing objects in Royal Palm Beach.,4/29/2016
4/20/16 20:28,Shoreline,WA,Rectangle,seconds,"Rectangularly lighted object appears in photo on moonlight walk in Shoreline (Seattle), WA",4/29/2016
4/20/16 13:05,North Bergen,NJ,Oval,15 seconds,Object flying straight upwards with a flashing light flashed about 3 times and disappeared as it went upwards,4/29/2016
4/20/16 13:00,Nampa,ID,Sphere,30 minutes,Witness bright sphere traveling over the nortwest skies of Idaho.,4/22/2016
4/20/16 07:02,Richfield,WI,Cylinder,30 seconds,Looked like white tube moving effortlessly from south to north in morning sky...,4/22/2016
4/20/16 06:50,Chesapeake,VA,Light,3 minutes,"Really bright, almost like a star and stationary. Then it turned silver, disappeared. ((anonymous))",4/22/2016
4/20/16 00:55,Leander-Jarrell,TX,,2-20 seconds,"Sky flashed white, then reddish orange glow for 20 seconds.",4/22/2016
4/20/16 00:19,Stratford (New Zealand),,Sphere,long time,Unknown Anomaly in Taranaki New Zealand,4/29/2016
4/20/16 00:00,Terre Haute,IN,Unknown,5 days +,Three white lights were hovering in the Terre Haute area.,5/6/2016
4/19/16 23:00,Millville,NJ,Unknown,,Craft on moon with picture.,4/22/2016
4/19/16 21:39,Orlando,FL,Circle,2 minutes,"Two white object by MCO moving faster than commercial airline, no sound. ((anonymous))",4/22/2016
4/19/16 21:30,Jefferson City,MO,Triangle,3 minutes,6 small triangle shaped objects with 3 amber lights each came from the south and headed west. The lead craft was ahead of the the other,4/29/2016
4/19/16 21:17,Rothsay,MN,Egg,5 minutes,I and 5 other people witnessed 2 unknown craft flying at a low altitude. They were egg-shaped.,4/22/2016
4/19/16 13:30,Rock Island,IL,Unknown,1 minute,((HOAX??)) Large black silent object with smaller black sphere trailing. ((anonymous)),4/22/2016
4/19/16 13:00,Los Lunas,NM,Other,1 minute,Small white object flying low and fast.,4/22/2016
4/19/16 09:05,Nags Head,NC,Sphere,30 seconds,Orange red sphere seen traveling along coast line when turned east and disappeared.,4/22/2016
4/19/16 01:00,Elmhurst,IL,Unknown,,"UNKNOWN OBJECT FLYING IN ELMHURST, ILLINOIS.",4/22/2016
4/18/16 23:00,Peoria,AZ,Triangle,2 minutes,Big triangle flew over my house!,4/29/2016
4/18/16 22:11,Napa,CA,Triangle,4 seconds,Multiple satellites in one group moving south to north across California.,4/22/2016
4/18/16 21:28,Goodlettsville,TN,Unknown,20 minutes,"Object with row of 6 or 7 lights, moving in sky with non-linear changes of speed and direction.",4/22/2016
4/18/16 21:00,Langley (Canada),BC,Light,~1 hour,Glimmering ball of light seen low on horizon. ((NUFORC Note: Possible sighting of Sirius?? PD)),4/22/2016
4/18/16 20:38,Folly Beach,SC,Light,15 minutes,"Multiple orangish points of light, turning on and off in a random pattern.",4/22/2016
4/18/16 20:30,Palos Verdes Estates,CA,Diamond,30 seconds,"One moving light. Speed consistent with air travel. approx.. 20,000 ft. in sky. W to E travel. NO LIGHTING OR NOISE OBSERVED.",4/22/2016
4/18/16 20:00,Muscatine,IA,Formation,30 minutes,"At 20:00 hours I observed a large triangular shaped craft on the SW side of town, heading NE.",4/22/2016
4/18/16 20:00,Plainfield,IL,Circle,10 seconds,"Bright White/Grey light moves across Plainfield, Illinois.",4/29/2016
4/18/16 14:30,Marysville,CA,Disk,15-30 minutes,3 reflective (catching the sun) objects moving around each other really close then far away from eachother.,4/29/2016
4/17/16 23:00,Middleburg,FL,Unknown,2 minutes,((HOAX??)) Followed by ufo.,4/22/2016
4/17/16 23:00,Fleming Island,FL,Rectangle,15 minutes,Ufo hovering over lake.,4/22/2016
4/17/16 22:30,Blackwood,NJ,Circle,5 minutes,"Large orange glowing fireball. ((NUFORC Note: Possible sighting of a ""Chinese"" lantern, flying overhead?? PD))",4/22/2016
4/17/16 22:00,Grand Rapids,MI,Light,2-3 minutes,Bright ball of light heading towards airport...then the light suddenly disappears as lowers in altitude. Not a airplane.,4/22/2016
4/17/16 21:45,Ottawa (Canada),ON,Unknown,30 seconds,Orange Lights - Out of This World.,4/22/2016
4/17/16 21:30,Lincoln City,OR,Triangle,45 seconds,3 orbs in triangle formation along Oregon coastline.,4/22/2016
4/17/16 21:20,Seaside,OR,Light,10 minutes,"Two golden orange flashing lights hovering silently, moving slowly around. ((anonymous))",4/22/2016
4/17/16 21:00,E. Parsonsfield,ME,Cigar,40 minutes,"((HOAX??)) 2 objects, 1 above the tree line just sitting still, occasionally moving up and down, right to left. ((anonymous))",4/22/2016
4/17/16 20:22,Jacksonville,FL,Light,6 seconds,"Light looks like satellite little biger, cover 50 grades of azimuth in 1 second, A=0 grades, H=56 approach, solid light. ((anonymous))",4/22/2016
4/17/16 14:00,Eagle Point,OR,Disk,1 minute,"While running, I saw five craft fly east-to-west, constantly changing formation.",4/22/2016
4/17/16 03:50,Calgary (Canada),AB,Triangle,:30,"Group of of triangular objects in a triangle formation passed from S to N over the W side of Calgary, AB. ((anonymous))",4/22/2016
4/17/16 00:45,Ricetown,KY,Fireball,5 minutes,Blinking globular object glowing with orange/red light observed in forest from my back deck a second night in a row.,4/22/2016
4/17/16 00:00,Alden,NY,Disk,5 minutes,"A saucer type shape with a small dome on top was hovering in the sky that continuously cycled colors from red, yellow and green.",4/22/2016
4/16/16 22:40,Summerfield,NC,Light,15-20 seconds,"Two UFOs with blue/red lights on each, circling each other across the sky. ((anonymous))",4/22/2016
4/16/16 21:50,Miramar,FL,Rectangle,15-20 minutes,2 rectangluar objects 1 with 10 multi color lights (other just 8 white but went totally dark) 10 pm low & slow flying,5/6/2016
4/16/16 21:43,Seaside,OR,Fireball,3 minutes,"Fast moving flame balls, heading SxSW at a clip faster than helicopters.",4/22/2016
4/16/16 21:30,Rochelle,IL,Circle,3 minutes,Camping at campsite with three others. Object red in color with flame center or orange center traveling East to west approximately 900',5/6/2016
4/16/16 21:15,Rosamond,CA,Light,1 minute,Blue lights in the sky,4/22/2016
4/16/16 21:00,Dederick,MO,Circle,30-60 minutes,I looked up and saw some stars moving. We then looked over our chicken coop and saw something moving.,4/22/2016
4/16/16 20:00,Wethersfield,CT,Unknown,3 minutes,Object being chased by two other fighter jets. ((NUFORC Note: No other reports. PD)),4/22/2016
4/16/16 18:24,Sacramento,CA,Circle,30 minutes,10 round red (like fire) lights flying in line traveling up then fading out of view.,4/22/2016
4/16/16 18:01,Reading,PA,Cigar,2-3 minutes,White craft seen almost following me.,4/22/2016
4/16/16 18:00,Vancouver (Canada),BC,Sphere,3-5 minutes,Disc or spherical object moves over activity occurring on roof of tall building; appears to observe activity.,4/22/2016
4/16/16 17:00,Pataskala,OH,Cigar,2 minutes,Silver object seen by 2 witnesses.,4/22/2016
4/16/16 15:50,Lewis Center,OH,Oval,20 minutes,Thinking at first was either a balloon or then based under the unusual movement of the object we were thinking drone. ((anonymous)),4/22/2016
4/16/16 15:00,Sullivan,WI,Oval,30 seconds,"Four white and translucent oval objects in the sky in V pattern over Sullivan, Wisconsin. ((anonymous))",4/22/2016
4/16/16 08:20,Milford,DE,Oval,2 minutes,"((HOAX??)) Object was oval black in color; did not see lights, if any. ((anonymous))",4/22/2016
4/15/16 23:17,Liberty Township,OH,Fireball,15 seconds,"Fireball appeared in the sky falling towards the earth, then it got bigger and flashed from white to green vanishing over a house.",4/29/2016
4/15/16 22:35,St. Robert,MO,Disk,1 minute,Sat outside in my backyard when a huge bright green glowing discshaped ufo flew right across the house down the street.,4/22/2016
4/15/16 22:30,Pea Ridge,AR,Fireball,Few seconds,Bright green very low fireball.,4/22/2016
4/15/16 22:20,Chicago,IL,Fireball,3 seconds,"A fireball, moving east to west, was a solid mass with a long, trailing tail. It was blue, green,and red. Colors were vivid and very vi",4/22/2016
4/15/16 22:15,Ossian,IA,Circle,5 seconds,"Very large, bright green object with tail streaking across night sky in southern Winneshiek County, Iowa. ((anonymous))",4/22/2016
4/15/16 22:15,Cairo,IL,Fireball,2-3 seconds,"Falling star that evolved and grew in size and color, to end in a brilliant green ball of trailing light. ((NUFORC Note: Meteor? PD))",4/22/2016
4/15/16 22:13,Goleta,CA,Cross,4 minutes,White orb that turned into cross like light.,4/22/2016
4/15/16 22:00,Spartanburg,SC,Unknown,1.5 hours,"Strange multi-colored flashing lights in the sky above Spartanburg, SC. ((NUFORC Note: Sighting of Sirius? PD))",4/22/2016
4/15/16 22:00,Cleveland,TN,Light,1 hour,"I saw lights at first believed to be a plane, but did not move in the sky at all, just flickered. ((NUFORC Note: Star? PD))",4/22/2016
4/15/16 22:00,Reading,OH,Fireball,2 minutes,A bright orange fireball with a faint blue tail came up from the eastern horizon. As it flew over our house it it started to fade.,4/22/2016
4/15/16 21:54,Boerne,TX,Sphere,Short,"I think this maybe a drone round flashing like a firefly. ((NUFORC Note: Possible sighting of a ""twinkling"" star? Anonymous. PD))",4/22/2016
4/15/16 21:45,Raleigh,NC,Triangle,10 minutes,"Pair of Silent V shaped objects with red-orange lights flying low and slow over Raleigh, NC",4/29/2016
4/15/16 21:30,Hilliard,OH,Light,1 minute,Light in upper atmosphere that vanished. No trail. ((NUFORC Note: Probable overflight of International Space Station. Anon. PD)),4/22/2016
4/15/16 21:07,Lansing,MI,Circle,5-6 minutes,"April 16, 2016, sighting NE of Lansing, MI!",4/22/2016
4/15/16 20:40,Potsdam,NY,Light,7-10 minutes,Slow pulse orange light moved in non-aerodynamic manner,4/22/2016
4/15/16 19:00,Evans,GA,Fireball,8 minutes,"Was called by a coworker, to my surprise, 5 balls of red light moving from E to W in the sky. ((anonymous))",4/22/2016
4/15/16 16:45,Dartmouth,MA,Circle,1 minute,I was sitting out on my back deck with my wife and kids looking up in the sky and saw a round object in the sky left on the moon zigzag,4/15/2016
4/15/16 16:00,Long Branch,NJ,Sphere,12 seconds,While Standing at Seven Presidents Beach Facing North East watching low flying planes come and go from newark airport. A sphere descend,4/22/2016
4/15/16 15:35,South Kingston,RI,Rectangle,5 minutes,Orb Jane rectangLe craft in sky.,4/22/2016
4/15/16 11:30,South Bend,IN,Fireball,,A SHOOTING BALL OF FIRE DOWNTOWN SOUTH BEND ON FRIDAY NIGHT AT 11:30PM.,4/29/2016
4/14/16 22:58,Jacksonville,FL,Triangle,5 minutes,I was sitting on bench in front of my place and looked up and saw a triangular shaped craft moving very fast. Then it stopped for a min,4/15/2016
4/14/16 22:52,Warren,MI,Circle,10 minutes,2 different moving white star like objects.,4/22/2016
